EVENT_ID,SERIES_ID,EVENT_NAME,EVENT_STATUS,ANNUAL_OR_RECURRING,FIRST_YEAR,CATEGORY,SUBCATEGORY,START_DATE,END_DATE,DAY_OF_WEEK,START_TIME,END_TIME,TIME_NOTES,BOROUGH,NEIGHBORHOOD,VENUE,FULL_ADDRESS,STREET_NAME,STREET_FROM,STREET_TO,CROSS_STREETS,ZIP_CODE,LATITUDE,LONGITUDE,GOOGLE_MAPS_URL,APPLE_MAPS_URL,NEAREST_SUBWAY,NEAREST_BUS,PARKING_NOTES,ADMISSION,TICKET_URL,ESTIMATED_ATTENDANCE,EXPECTED_CROWD,PHOTO_VALUE,NEWS_VALUE,BEST_SHOOTING_TIME,PHOTO_SUBJECTS,GOLDEN_HOUR_NOTES,BLUE_HOUR_NOTES,PRESS_CREDENTIAL_NOTES,DRONE_NOTES,LIVE_MUSIC,FOOD_VENDORS,RIDES,PARADE,PROCESSION,FIREWORKS,ORGANIZER,OFFICIAL_WEBSITE,OFFICIAL_SOCIAL_MEDIA,PERMIT_ID,PERMIT_AGENCY,PRIMARY_SOURCE,SECONDARY_SOURCE,ADDITIONAL_SOURCES,SOURCE_CONFIDENCE,LAST_VERIFIED,RESEARCH_NOTES
NYC-2026-MN-000168,NYC-PARKS-MOVIES-UNDER-STARS,Movies Under the Stars: Wicked: For Good,Confirmed,Annual / Returning,Unknown,Film Screening,Free outdoor movie,2026-08-29,2026-08-29,Saturday,20:30,22:30,Unknown,Manhattan,Upper East Side,Stanley Isaacs Playground,"Stanley Isaacs Playground, 95-95 FDR Drive, New York, NY",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=Stanley+Isaacs+Playground%2C+95-95+FDR+Drive%2C+New+York%2C+NY,https://maps.apple.com/?q=Stanley+Isaacs+Playground%2C+95-95+FDR+Drive%2C+New+York%2C+NY,Unknown,Unknown,Unknown,Free and open to the public,Unknown,Unknown,Medium to large,3,2,"Audience arrivals, dusk and opening titles",Families; blankets and lawn seating; park atmosphere; outdoor screen; community gathering,Unknown,Strong dusk-to-night community feature opportunity.,Unknown,Follow FAA rules and NYC launch/landing restrictions; event-specific authorization unknown,No,No,No,No,No,No,NYC Parks and NYC Mayor’s Office of Media and Entertainment,https://www.nycgovparks.org/events/movies-under-the-stars,Unknown,Unknown,Unknown,https://www.nycgovparks.org/events/movies-under-the-stars,Unknown,Unknown,High,2026-07-16,Official NYC Parks 2026 event listing. Movies begin at dusk; weather cancellation is possible.
NYC-2026-SI-000052,HRT-OPEN-VILLAGE,Historic Richmond Town Open Village,Confirmed,Annual / Returning,Unknown,Living History,Open-air living-history program,2026-05-06,2026-08-30,Wednesday-Sunday,11:00,16:00,May-August public hours; the program is ongoing during the Part 006 research period.,Staten Island,Richmondtown,Historic Richmond Town Main Village,"441 Clarke Avenue, Staten Island, NY 10306",Unknown,Unknown,Unknown,Unknown,10306,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=441+Clarke+Avenue%2C+Staten+Island%2C+NY+10306,https://maps.apple.com/?q=441+Clarke+Avenue%2C+Staten+Island%2C+NY+10306,Unknown,S74,Free and plentiful parking according to the official visitor page.,General admission required; current price not captured,Unknown,Unknown,Small to medium,4,3,Midday during active trade demonstrations,Costumed interpreters; blacksmithing; tinsmithing; hearth cooking; historic interiors,Unknown,Unknown,Unknown,Follow FAA rules and NYC launch/landing restrictions; event-specific authorization unknown,Unknown,Unknown,No,No,No,No,Historic Richmond Town,https://www.historicrichmondtown.org/open-village,Unknown,Unknown,Unknown,https://www.historicrichmondtown.org/,https://www.historicrichmondtown.org/visit,https://www.historicrichmondtown.org/open-village,High,2026-07-16,"Official HRT calendar confirms May 6-August 30, 2026; official visitor page supplies May-August Wednesday-Sunday 11 AM-4 PM hours."
NYC-2026-SI-000053,HRT-FOUNDING-PRINCIPLES,"Founding Principles: The Declaration of Independence, Civics, and Staten Island",Confirmed,Annual / Returning,Unknown,Museum Exhibition,America 250 civic-history exhibition,2026-06-27,2026-12-31,Wednesday-Sunday,11:00,16:00,"Exhibition continues through June 24, 2029; this occurrence is clipped to the project end date.",Staten Island,Richmondtown,Historical Museum at Historic Richmond Town,"441 Clarke Avenue, Staten Island, NY 10306",Unknown,Unknown,Unknown,Unknown,10306,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=441+Clarke+Avenue%2C+Staten+Island%2C+NY+10306,https://maps.apple.com/?q=441+Clarke+Avenue%2C+Staten+Island%2C+NY+10306,Unknown,S74,Free and plentiful parking according to the official visitor page.,Museum admission required; current price not captured,Unknown,Unknown,Small to medium,3,4,Opening hours and public-program dates,Historic objects; campaign material; civic-history displays; museum visitors,Unknown,Unknown,Unknown,Follow FAA rules and NYC launch/landing restrictions; event-specific authorization unknown,No,No,No,No,No,No,Historic Richmond Town,https://www.historicrichmondtown.org/exhibits,Unknown,Unknown,Unknown,https://www.historicrichmondtown.org/exhibits,https://www.historicrichmondtown.org/visit,Unknown,High,2026-07-16,"Official exhibit page confirms June 27, 2026-June 24, 2029. Database row is clipped at December 31, 2026."
NYC-2026-SI-000054,HRT-SOUNDS-OF-SUMMER,Sounds of Summer Concert Series: The Dexters and The Bandulos,Confirmed,Annual / Returning,Unknown,Outdoor Concert,Free community concert,2026-08-13,2026-08-13,Thursday,Unknown,Unknown,Unknown,Staten Island,Richmondtown,Historic Richmond Town,"441 Clarke Avenue, Staten Island, NY 10306",Unknown,Unknown,Unknown,Unknown,10306,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=441+Clarke+Avenue%2C+Staten+Island%2C+NY+10306,https://maps.apple.com/?q=441+Clarke+Avenue%2C+Staten+Island%2C+NY+10306,Unknown,S74,Free and plentiful parking according to the official visitor page.,Free,Unknown,Unknown,Medium to large,4,3,Audience arrival and performance,Live bands; community audience; historic village backdrop,Unknown,Unknown,Unknown,Follow FAA rules and NYC launch/landing restrictions; event-specific authorization unknown,Yes,Unknown,No,No,No,No,Historic Richmond Town and Staten Island Borough President Vito Fossella,https://www.historicrichmondtown.org/,Unknown,Unknown,Unknown,https://www.historicrichmondtown.org/,Unknown,Unknown,High,2026-07-16,"Official HRT calendar confirms August 13, 2026 and free admission; exact time was not published in the captured source."
NYC-2026-SI-000055,HRT-DECKER-PUMPKIN-PICKING,Pumpkin Picking at Decker Farm,Confirmed,Annual / Returning,Unknown,Seasonal Event,Pumpkin picking and fall farm activities,2026-10-03,2026-10-03,Saturday,Unknown,Unknown,Unknown,Staten Island,New Springville,Decker Farm,"435 Richmond Hill Road, Staten Island, NY 10314",Unknown,Unknown,Unknown,Unknown,10314,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=435+Richmond+Hill+Road%2C+Staten+Island%2C+NY+10314,https://maps.apple.com/?q=435+Richmond+Hill+Road%2C+Staten+Island%2C+NY+10314,Unknown,Unknown,"A farm parking lot is available, but spots are not guaranteed; surrounding residential parking may be used.",Ticketed; 2026 price not yet published in captured source,Unknown,Unknown,Large,5,3,Opening hour and afternoon hayrides,Pumpkin patch; hayrides; pumpkin painting; fall food; family portraits; historic farm,Unknown,Unknown,Unknown,Follow FAA rules and NYC launch/landing restrictions; event-specific authorization unknown,No,Yes,Yes,No,No,No,Historic Richmond Town,https://www.historicrichmondtown.org/pumpkin-picking-at-decker-farm,Unknown,Unknown,Unknown,https://www.historicrichmondtown.org/,https://www.historicrichmondtown.org/pumpkin-picking-at-decker-farm,Unknown,High,2026-07-16,"Official HRT calendar confirms October 3-25, 2026; the official event page describes weekend pumpkin picking, hayrides, food and photo opportunities. Individual weekend dates were expanded from the published range."
NYC-2026-SI-000056,HRT-DECKER-PUMPKIN-PICKING,Pumpkin Picking at Decker Farm,Confirmed,Annual / Returning,Unknown,Seasonal Event,Pumpkin picking and fall farm activities,2026-10-04,2026-10-04,Sunday,Unknown,Unknown,Unknown,Staten Island,New Springville,Decker Farm,"435 Richmond Hill Road, Staten Island, NY 10314",Unknown,Unknown,Unknown,Unknown,10314,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=435+Richmond+Hill+Road%2C+Staten+Island%2C+NY+10314,https://maps.apple.com/?q=435+Richmond+Hill+Road%2C+Staten+Island%2C+NY+10314,Unknown,Unknown,"A farm parking lot is available, but spots are not guaranteed; surrounding residential parking may be used.",Ticketed; 2026 price not yet published in captured source,Unknown,Unknown,Large,5,3,Opening hour and afternoon hayrides,Pumpkin patch; hayrides; pumpkin painting; fall food; family portraits; historic farm,Unknown,Unknown,Unknown,Follow FAA rules and NYC launch/landing restrictions; event-specific authorization unknown,No,Yes,Yes,No,No,No,Historic Richmond Town,https://www.historicrichmondtown.org/pumpkin-picking-at-decker-farm,Unknown,Unknown,Unknown,https://www.historicrichmondtown.org/,https://www.historicrichmondtown.org/pumpkin-picking-at-decker-farm,Unknown,High,2026-07-16,"Official HRT calendar confirms October 3-25, 2026; the official event page describes weekend pumpkin picking, hayrides, food and photo opportunities. Individual weekend dates were expanded from the published range."
NYC-2026-SI-000057,HRT-DECKER-PUMPKIN-PICKING,Pumpkin Picking at Decker Farm,Confirmed,Annual / Returning,Unknown,Seasonal Event,Pumpkin picking and fall farm activities,2026-10-10,2026-10-10,Saturday,Unknown,Unknown,Unknown,Staten Island,New Springville,Decker Farm,"435 Richmond Hill Road, Staten Island, NY 10314",Unknown,Unknown,Unknown,Unknown,10314,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=435+Richmond+Hill+Road%2C+Staten+Island%2C+NY+10314,https://maps.apple.com/?q=435+Richmond+Hill+Road%2C+Staten+Island%2C+NY+10314,Unknown,Unknown,"A farm parking lot is available, but spots are not guaranteed; surrounding residential parking may be used.",Ticketed; 2026 price not yet published in captured source,Unknown,Unknown,Large,5,3,Opening hour and afternoon hayrides,Pumpkin patch; hayrides; pumpkin painting; fall food; family portraits; historic farm,Unknown,Unknown,Unknown,Follow FAA rules and NYC launch/landing restrictions; event-specific authorization unknown,No,Yes,Yes,No,No,No,Historic Richmond Town,https://www.historicrichmondtown.org/pumpkin-picking-at-decker-farm,Unknown,Unknown,Unknown,https://www.historicrichmondtown.org/,https://www.historicrichmondtown.org/pumpkin-picking-at-decker-farm,Unknown,High,2026-07-16,"Official HRT calendar confirms October 3-25, 2026; the official event page describes weekend pumpkin picking, hayrides, food and photo opportunities. Individual weekend dates were expanded from the published range."
NYC-2026-SI-000058,HRT-DECKER-PUMPKIN-PICKING,Pumpkin Picking at Decker Farm,Confirmed,Annual / Returning,Unknown,Seasonal Event,Pumpkin picking and fall farm activities,2026-10-11,2026-10-11,Sunday,Unknown,Unknown,Unknown,Staten Island,New Springville,Decker Farm,"435 Richmond Hill Road, Staten Island, NY 10314",Unknown,Unknown,Unknown,Unknown,10314,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=435+Richmond+Hill+Road%2C+Staten+Island%2C+NY+10314,https://maps.apple.com/?q=435+Richmond+Hill+Road%2C+Staten+Island%2C+NY+10314,Unknown,Unknown,"A farm parking lot is available, but spots are not guaranteed; surrounding residential parking may be used.",Ticketed; 2026 price not yet published in captured source,Unknown,Unknown,Large,5,3,Opening hour and afternoon hayrides,Pumpkin patch; hayrides; pumpkin painting; fall food; family portraits; historic farm,Unknown,Unknown,Unknown,Follow FAA rules and NYC launch/landing restrictions; event-specific authorization unknown,No,Yes,Yes,No,No,No,Historic Richmond Town,https://www.historicrichmondtown.org/pumpkin-picking-at-decker-farm,Unknown,Unknown,Unknown,https://www.historicrichmondtown.org/,https://www.historicrichmondtown.org/pumpkin-picking-at-decker-farm,Unknown,High,2026-07-16,"Official HRT calendar confirms October 3-25, 2026; the official event page describes weekend pumpkin picking, hayrides, food and photo opportunities. Individual weekend dates were expanded from the published range."
NYC-2026-SI-000059,HRT-DECKER-PUMPKIN-PICKING,Pumpkin Picking at Decker Farm,Confirmed,Annual / Returning,Unknown,Seasonal Event,Pumpkin picking and fall farm activities,2026-10-17,2026-10-17,Saturday,Unknown,Unknown,Unknown,Staten Island,New Springville,Decker Farm,"435 Richmond Hill Road, Staten Island, NY 10314",Unknown,Unknown,Unknown,Unknown,10314,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=435+Richmond+Hill+Road%2C+Staten+Island%2C+NY+10314,https://maps.apple.com/?q=435+Richmond+Hill+Road%2C+Staten+Island%2C+NY+10314,Unknown,Unknown,"A farm parking lot is available, but spots are not guaranteed; surrounding residential parking may be used.",Ticketed; 2026 price not yet published in captured source,Unknown,Unknown,Large,5,3,Opening hour and afternoon hayrides,Pumpkin patch; hayrides; pumpkin painting; fall food; family portraits; historic farm,Unknown,Unknown,Unknown,Follow FAA rules and NYC launch/landing restrictions; event-specific authorization unknown,No,Yes,Yes,No,No,No,Historic Richmond Town,https://www.historicrichmondtown.org/pumpkin-picking-at-decker-farm,Unknown,Unknown,Unknown,https://www.historicrichmondtown.org/,https://www.historicrichmondtown.org/pumpkin-picking-at-decker-farm,Unknown,High,2026-07-16,"Official HRT calendar confirms October 3-25, 2026; the official event page describes weekend pumpkin picking, hayrides, food and photo opportunities. Individual weekend dates were expanded from the published range."
NYC-2026-SI-000060,HRT-DECKER-PUMPKIN-PICKING,Pumpkin Picking at Decker Farm,Confirmed,Annual / Returning,Unknown,Seasonal Event,Pumpkin picking and fall farm activities,2026-10-18,2026-10-18,Sunday,Unknown,Unknown,Unknown,Staten Island,New Springville,Decker Farm,"435 Richmond Hill Road, Staten Island, NY 10314",Unknown,Unknown,Unknown,Unknown,10314,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=435+Richmond+Hill+Road%2C+Staten+Island%2C+NY+10314,https://maps.apple.com/?q=435+Richmond+Hill+Road%2C+Staten+Island%2C+NY+10314,Unknown,Unknown,"A farm parking lot is available, but spots are not guaranteed; surrounding residential parking may be used.",Ticketed; 2026 price not yet published in captured source,Unknown,Unknown,Large,5,3,Opening hour and afternoon hayrides,Pumpkin patch; hayrides; pumpkin painting; fall food; family portraits; historic farm,Unknown,Unknown,Unknown,Follow FAA rules and NYC launch/landing restrictions; event-specific authorization unknown,No,Yes,Yes,No,No,No,Historic Richmond Town,https://www.historicrichmondtown.org/pumpkin-picking-at-decker-farm,Unknown,Unknown,Unknown,https://www.historicrichmondtown.org/,https://www.historicrichmondtown.org/pumpkin-picking-at-decker-farm,Unknown,High,2026-07-16,"Official HRT calendar confirms October 3-25, 2026; the official event page describes weekend pumpkin picking, hayrides, food and photo opportunities. Individual weekend dates were expanded from the published range."
NYC-2026-SI-000061,HRT-DECKER-PUMPKIN-PICKING,Pumpkin Picking at Decker Farm,Confirmed,Annual / Returning,Unknown,Seasonal Event,Pumpkin picking and fall farm activities,2026-10-24,2026-10-24,Saturday,Unknown,Unknown,Unknown,Staten Island,New Springville,Decker Farm,"435 Richmond Hill Road, Staten Island, NY 10314",Unknown,Unknown,Unknown,Unknown,10314,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=435+Richmond+Hill+Road%2C+Staten+Island%2C+NY+10314,https://maps.apple.com/?q=435+Richmond+Hill+Road%2C+Staten+Island%2C+NY+10314,Unknown,Unknown,"A farm parking lot is available, but spots are not guaranteed; surrounding residential parking may be used.",Ticketed; 2026 price not yet published in captured source,Unknown,Unknown,Large,5,3,Opening hour and afternoon hayrides,Pumpkin patch; hayrides; pumpkin painting; fall food; family portraits; historic farm,Unknown,Unknown,Unknown,Follow FAA rules and NYC launch/landing restrictions; event-specific authorization unknown,No,Yes,Yes,No,No,No,Historic Richmond Town,https://www.historicrichmondtown.org/pumpkin-picking-at-decker-farm,Unknown,Unknown,Unknown,https://www.historicrichmondtown.org/,https://www.historicrichmondtown.org/pumpkin-picking-at-decker-farm,Unknown,High,2026-07-16,"Official HRT calendar confirms October 3-25, 2026; the official event page describes weekend pumpkin picking, hayrides, food and photo opportunities. Individual weekend dates were expanded from the published range."
NYC-2026-SI-000062,HRT-DECKER-PUMPKIN-PICKING,Pumpkin Picking at Decker Farm,Confirmed,Annual / Returning,Unknown,Seasonal Event,Pumpkin picking and fall farm activities,2026-10-25,2026-10-25,Sunday,Unknown,Unknown,Unknown,Staten Island,New Springville,Decker Farm,"435 Richmond Hill Road, Staten Island, NY 10314",Unknown,Unknown,Unknown,Unknown,10314,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=435+Richmond+Hill+Road%2C+Staten+Island%2C+NY+10314,https://maps.apple.com/?q=435+Richmond+Hill+Road%2C+Staten+Island%2C+NY+10314,Unknown,Unknown,"A farm parking lot is available, but spots are not guaranteed; surrounding residential parking may be used.",Ticketed; 2026 price not yet published in captured source,Unknown,Unknown,Large,5,3,Opening hour and afternoon hayrides,Pumpkin patch; hayrides; pumpkin painting; fall food; family portraits; historic farm,Unknown,Unknown,Unknown,Follow FAA rules and NYC launch/landing restrictions; event-specific authorization unknown,No,Yes,Yes,No,No,No,Historic Richmond Town,https://www.historicrichmondtown.org/pumpkin-picking-at-decker-farm,Unknown,Unknown,Unknown,https://www.historicrichmondtown.org/,https://www.historicrichmondtown.org/pumpkin-picking-at-decker-farm,Unknown,High,2026-07-16,"Official HRT calendar confirms October 3-25, 2026; the official event page describes weekend pumpkin picking, hayrides, food and photo opportunities. Individual weekend dates were expanded from the published range."
NYC-2026-SI-000063,HRT-OLD-HOME-DAY,Old Home Day,Confirmed,Annual / Returning,Unknown,Cultural Festival,Living-history and Staten Island heritage festival,2026-10-17,2026-10-17,Saturday,Unknown,Unknown,Unknown,Staten Island,Richmondtown,Historic Richmond Town,"441 Clarke Avenue, Staten Island, NY 10306",Unknown,Unknown,Unknown,Unknown,10306,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=441+Clarke+Avenue%2C+Staten+Island%2C+NY+10306,https://maps.apple.com/?q=441+Clarke+Avenue%2C+Staten+Island%2C+NY+10306,Unknown,S74,Free and plentiful parking according to the official visitor page.,Unknown,Unknown,Unknown,Large,5,4,Historic-trade demonstrations and live-performance periods,Costumed interpreters; blacksmithing; hearth cooking; cider pressing; historic music; Native interpretation,Unknown,Unknown,Unknown,Follow FAA rules and NYC launch/landing restrictions; event-specific authorization unknown,Yes,Yes,No,No,No,No,Historic Richmond Town,https://www.historicrichmondtown.org/old-home-day,Unknown,Unknown,Unknown,https://www.historicrichmondtown.org/,https://www.historicrichmondtown.org/old-home-day,Unknown,High,2026-07-16,"Official HRT calendar confirms October 17, 2026; exact time and admission were not published in the captured 2026 source."
NYC-2026-SI-000064,SNUG-HARBOR-HISTORICAL-TOUR,Sailor’s Snug Harbor Historical Tour,Confirmed,Annual / Returning,Unknown,Guided Tour,Campus history and architecture tour,2026-08-08,2026-08-08,Saturday,13:00,14:30,Unknown,Staten Island,Livingston,Snug Harbor Visitor Info Booth at Chapel Road and Gazebo Road,"1000 Richmond Terrace, Staten Island, NY 10301",Unknown,Unknown,Unknown,Unknown,10301,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=1000+Richmond+Terrace%2C+Staten+Island%2C+NY+10301,https://maps.apple.com/?q=1000+Richmond+Terrace%2C+Staten+Island%2C+NY+10301,Unknown,S40 and S44,Limited on-site parking; public transit recommended for high-attendance days.,$10 general admission; member discount available,Unknown,Unknown,Small,3,2,Tour start and major exterior stops,Greek Revival architecture; historic buildings; gardens; guide-led group,Unknown,Unknown,Unknown,Follow FAA rules and NYC launch/landing restrictions; event-specific authorization unknown,No,No,No,No,No,No,Snug Harbor Cultural Center & Botanical Garden,https://snug-harbor.org/event/sailors-snug-harbor-historical-tour-3/,Unknown,Unknown,Unknown,https://snug-harbor.org/event/sailors-snug-harbor-historical-tour-3/,Unknown,Unknown,High,2026-07-16,Official Snug Harbor 2026 schedule.
NYC-2026-SI-000065,SNUG-HARBOR-HISTORICAL-TOUR,Sailor’s Snug Harbor Historical Tour,Confirmed,Annual / Returning,Unknown,Guided Tour,Campus history and architecture tour,2026-09-24,2026-09-24,Thursday,13:00,14:30,Unknown,Staten Island,Livingston,Snug Harbor Visitor Info Booth at Chapel Road and Gazebo Road,"1000 Richmond Terrace, Staten Island, NY 10301",Unknown,Unknown,Unknown,Unknown,10301,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=1000+Richmond+Terrace%2C+Staten+Island%2C+NY+10301,https://maps.apple.com/?q=1000+Richmond+Terrace%2C+Staten+Island%2C+NY+10301,Unknown,S40 and S44,Limited on-site parking; public transit recommended for high-attendance days.,$10 general admission; member discount available,Unknown,Unknown,Small,3,2,Tour start and major exterior stops,Greek Revival architecture; historic buildings; gardens; guide-led group,Unknown,Unknown,Unknown,Follow FAA rules and NYC launch/landing restrictions; event-specific authorization unknown,No,No,No,No,No,No,Snug Harbor Cultural Center & Botanical Garden,https://snug-harbor.org/event/sailors-snug-harbor-historical-tour-3/,Unknown,Unknown,Unknown,https://snug-harbor.org/event/sailors-snug-harbor-historical-tour-3/,Unknown,Unknown,High,2026-07-16,Official Snug Harbor 2026 schedule.
NYC-2026-SI-000066,SNUG-HARBOR-HISTORICAL-TOUR,Sailor’s Snug Harbor Historical Tour,Confirmed,Annual / Returning,Unknown,Guided Tour,Campus history and architecture tour,2026-09-26,2026-09-26,Saturday,13:00,14:30,Unknown,Staten Island,Livingston,Snug Harbor Visitor Info Booth at Chapel Road and Gazebo Road,"1000 Richmond Terrace, Staten Island, NY 10301",Unknown,Unknown,Unknown,Unknown,10301,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=1000+Richmond+Terrace%2C+Staten+Island%2C+NY+10301,https://maps.apple.com/?q=1000+Richmond+Terrace%2C+Staten+Island%2C+NY+10301,Unknown,S40 and S44,Limited on-site parking; public transit recommended for high-attendance days.,$10 general admission; member discount available,Unknown,Unknown,Small,3,2,Tour start and major exterior stops,Greek Revival architecture; historic buildings; gardens; guide-led group,Unknown,Unknown,Unknown,Follow FAA rules and NYC launch/landing restrictions; event-specific authorization unknown,No,No,No,No,No,No,Snug Harbor Cultural Center & Botanical Garden,https://snug-harbor.org/event/sailors-snug-harbor-historical-tour-3/,Unknown,Unknown,Unknown,https://snug-harbor.org/event/sailors-snug-harbor-historical-tour-3/,Unknown,Unknown,High,2026-07-16,Official Snug Harbor 2026 schedule.
NYC-2026-SI-000067,SNUG-HARBOR-HISTORICAL-TOUR,Sailor’s Snug Harbor Historical Tour,Confirmed,Annual / Returning,Unknown,Guided Tour,Campus history and architecture tour,2026-10-10,2026-10-10,Saturday,11:00,12:30,Unknown,Staten Island,Livingston,Snug Harbor Visitor Info Booth at Chapel Road and Gazebo Road,"1000 Richmond Terrace, Staten Island, NY 10301",Unknown,Unknown,Unknown,Unknown,10301,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=1000+Richmond+Terrace%2C+Staten+Island%2C+NY+10301,https://maps.apple.com/?q=1000+Richmond+Terrace%2C+Staten+Island%2C+NY+10301,Unknown,S40 and S44,Limited on-site parking; public transit recommended for high-attendance days.,$10 general admission; member discount available,Unknown,Unknown,Small,3,2,Tour start and major exterior stops,Greek Revival architecture; historic buildings; gardens; guide-led group,Unknown,Unknown,Unknown,Follow FAA rules and NYC launch/landing restrictions; event-specific authorization unknown,No,No,No,No,No,No,Snug Harbor Cultural Center & Botanical Garden,https://snug-harbor.org/event/sailors-snug-harbor-historical-tour-3/,Unknown,Unknown,Unknown,https://snug-harbor.org/event/sailors-snug-harbor-historical-tour-3/,Unknown,Unknown,High,2026-07-16,Official Snug Harbor 2026 schedule. Path Through History occurrence.
NYC-2026-SI-000068,SNUG-HARBOR-HISTORICAL-TOUR,Sailor’s Snug Harbor Historical Tour,Confirmed,Annual / Returning,Unknown,Guided Tour,Campus history and architecture tour,2026-10-18,2026-10-18,Sunday,13:00,14:30,Unknown,Staten Island,Livingston,Snug Harbor Visitor Info Booth at Chapel Road and Gazebo Road,"1000 Richmond Terrace, Staten Island, NY 10301",Unknown,Unknown,Unknown,Unknown,10301,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=1000+Richmond+Terrace%2C+Staten+Island%2C+NY+10301,https://maps.apple.com/?q=1000+Richmond+Terrace%2C+Staten+Island%2C+NY+10301,Unknown,S40 and S44,Limited on-site parking; public transit recommended for high-attendance days.,Free,Unknown,Unknown,Small,3,2,Tour start and major exterior stops,Greek Revival architecture; historic buildings; gardens; guide-led group,Unknown,Unknown,Unknown,Follow FAA rules and NYC launch/landing restrictions; event-specific authorization unknown,No,No,No,No,No,No,Snug Harbor Cultural Center & Botanical Garden,https://snug-harbor.org/event/sailors-snug-harbor-historical-tour-3/,Unknown,Unknown,Unknown,https://snug-harbor.org/event/sailors-snug-harbor-historical-tour-3/,Unknown,Unknown,High,2026-07-16,Official Snug Harbor 2026 schedule. Open House New York occurrence.
NYC-2026-SI-000069,SNUG-HARBOR-HISTORICAL-TOUR,Sailor’s Snug Harbor Historical Tour,Confirmed,Annual / Returning,Unknown,Guided Tour,Campus history and architecture tour,2026-11-14,2026-11-14,Saturday,13:00,14:30,Unknown,Staten Island,Livingston,Snug Harbor Visitor Info Booth at Chapel Road and Gazebo Road,"1000 Richmond Terrace, Staten Island, NY 10301",Unknown,Unknown,Unknown,Unknown,10301,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=1000+Richmond+Terrace%2C+Staten+Island%2C+NY+10301,https://maps.apple.com/?q=1000+Richmond+Terrace%2C+Staten+Island%2C+NY+10301,Unknown,S40 and S44,Limited on-site parking; public transit recommended for high-attendance days.,$10 general admission; member discount available,Unknown,Unknown,Small,3,2,Tour start and major exterior stops,Greek Revival architecture; historic buildings; gardens; guide-led group,Unknown,Unknown,Unknown,Follow FAA rules and NYC launch/landing restrictions; event-specific authorization unknown,No,No,No,No,No,No,Snug Harbor Cultural Center & Botanical Garden,https://snug-harbor.org/event/sailors-snug-harbor-historical-tour-3/,Unknown,Unknown,Unknown,https://snug-harbor.org/event/sailors-snug-harbor-historical-tour-3/,Unknown,Unknown,High,2026-07-16,Official Snug Harbor 2026 schedule.
NYC-2026-SI-000070,SNUG-HARBOR-ART-ARCHITECTURE,Sailors’ Snug Harbor Art & Architecture Tour,Confirmed,Annual / Returning,Unknown,Guided Tour,Art and architectural history tour,2026-08-08,2026-08-08,Saturday,11:00,12:30,Unknown,Staten Island,Livingston,Snug Harbor Visitor Info Booth at Chapel Road and Gazebo Road,"1000 Richmond Terrace, Staten Island, NY 10301",Unknown,Unknown,Unknown,Unknown,10301,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=1000+Richmond+Terrace%2C+Staten+Island%2C+NY+10301,https://maps.apple.com/?q=1000+Richmond+Terrace%2C+Staten+Island%2C+NY+10301,Unknown,S40 and S44,Limited on-site parking; public transit recommended for high-attendance days.,$10 general admission; 10% senior/student/member discount,Unknown,Unknown,Small,3,2,Tour start and major exterior stops,Greek Revival architecture; historic buildings; gardens; guide-led group,Unknown,Unknown,Unknown,Follow FAA rules and NYC launch/landing restrictions; event-specific authorization unknown,No,No,No,No,No,No,Snug Harbor Cultural Center & Botanical Garden,https://snug-harbor.org/event/sailors-snug-harbor-art-architecture-tour/,Unknown,Unknown,Unknown,https://snug-harbor.org/event/sailors-snug-harbor-art-architecture-tour/,Unknown,Unknown,High,2026-07-16,Official Snug Harbor 2026 schedule.
